comparison,target,model,min_rating_count_filter,pr_auc_left,pr_auc_right,pr_auc_delta,precision_at_10_delta,lift_at_10_delta
content_quantity_interactions -> full_content_quantity_interactions_plus_reliability,low_rating_bottom30_category_relative,HistGradientBoostingClassifier,0,0.49172828506600774,0.5084881284124303,0.016759843346422554,0.01845018450184499,0.05839853459049249
content_plus_quantity -> content_quantity_plus_reliability,low_rating_bottom30_raw,XGBoostClassifier,0,0.5021976715864263,0.5185564568913364,0.016358785304910195,0.013284132841328344,0.04396608959969672
content_plus_quantity -> content_quantity_plus_reliability,low_rating_bottom20_raw,ExtraTreesClassifier,25,0.4227304507418491,0.4388733218062607,0.01614287106441159,0.027027027027026973,0.16074867833982154
content_plus_quantity -> content_quantity_plus_reliability,low_rating_bottom30_bayes_category_m25,ExtraTreesClassifier,25,0.5530924156145608,0.5688199328108496,0.015727517196288843,0.006756756756756688,0.023041763309473495
content_quantity_interactions -> full_content_quantity_interactions_plus_reliability,low_rating_bottom30_bayes_category_m25,XGBoostClassifier,0,0.5310435600784416,0.5464289707135497,0.015385410635108121,0.011070110701107083,0.0371209723971333
content_only_core -> content_plus_reliability,low_rating_bottom30_bayes_global_m25,XGBoostClassifier,0,0.5056174197733274,0.5206864305769305,0.015069010803603122,0.014760147601476037,0.04917613942712684
content_plus_quantity -> content_quantity_plus_reliability,low_rating_bottom30_category_relative,XGBoostClassifier,0,0.5040015318459252,0.5190236714757048,0.015022139629779607,0.011808118081180874,0.03724605211359888
content_only_core -> content_plus_reliability,low_rating_bottom30_category_relative,LogisticRegression,0,0.49528797147131487,0.5102018763783172,0.014913904907002284,0.02509225092250922,0.07967631629214544
content_quantity_interactions -> full_content_quantity_interactions_plus_reliability,low_rating_bottom20_raw,ExtraTreesClassifier,25,0.4196222484231276,0.4343068163297791,0.014684567906651458,0.021621621621621734,0.13211428805255654
content_plus_quantity -> content_quantity_plus_reliability,low_rating_bottom30_category_relative,LogisticRegressionBalanced,0,0.4910634217913718,0.5055276878939043,0.014464266102532541,0.02804428044280438,0.08900592467152091
