target,feature_set,model,min_rating_count_filter,n_obs_mean,n_obs_std,n_runs,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_mean,spearman_std,pearson_mean,pearson_std
continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480.0,0.0,5,0.21292933595307334,0.00548759437344204,0.15840431183961298,0.002795241612660451,0.2516865999269653,0.007542769795100624,0.5176019965457762,0.009367107485948168,0.5072362490018231,0.005020941420034756
continuous_bayes_global_m25,content_only_core,DummyRegressor,0,2704.0,0.0,5,0.15042675886316847,0.0029347164269210575,0.10794863147820204,0.002270178502493193,-0.00045087753832588894,0.0004579187477208349,,,2.9889601859691148e-15,3.904570194105427e-15
continuous_bayes_global_m25,content_only_core,DummyRegressor,25,1480.0,0.0,5,0.18810661360808253,0.006131123497886976,0.14427254025533373,0.0030324615887692267,-0.00020381264327982152,0.000423944787006582,,,5.268689737946655e-16,2.4225250931040423e-15
continuous_bayes_global_m25,content_only_core,HistGradientBoostingRegressor,0,2704.0,0.0,5,0.13480274856860297,0.0027096059575969886,0.09745490957154836,0.0022262243188449736,0.19658070322376042,0.005171628332411771,0.41283317731836144,0.01557640394216772,0.4454322946417455,0.00646357183429051
continuous_bayes_global_m25,content_only_core,HistGradientBoostingRegressor,25,1480.0,0.0,5,0.16289047168420662,0.00584072138374511,0.12243277280829974,0.0039778508192223555,0.2499762649896708,0.016353563838234036,0.5040702992898846,0.017328525120398217,0.5007154683166205,0.01641539660094211
continuous_bayes_global_m25,content_only_core,Ridge,0,2704.0,0.0,5,0.13697657956045567,0.003033300564604649,0.1012726265433439,0.0022799684974235393,0.17048502215240122,0.009643792068215199,0.39244030576107625,0.014279450390762189,0.4204915251166727,0.009807220941756626
continuous_bayes_global_m25,content_only_core,Ridge,25,1480.0,0.0,5,0.16370009994913198,0.0050055578299012075,0.12410898714624823,0.0028106568436051735,0.24239985564397185,0.007375503490533925,0.5069396949513408,0.010429482197145548,0.4980831874118275,0.006231554379290309
continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704.0,0.0,5,0.15042675886316847,0.0029347164269210575,0.10794863147820204,0.002270178502493193,-0.00045087753832588894,0.0004579187477208349,,,2.9889601859691148e-15,3.904570194105427e-15
continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480.0,0.0,5,0.18810661360808253,0.006131123497886976,0.14427254025533373,0.0030324615887692267,-0.00020381264327982152,0.000423944787006582,,,5.268689737946655e-16,2.4225250931040423e-15
continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704.0,0.0,5,0.13479633768567015,0.002835652728245819,0.09743363343968509,0.0024344302333477474,0.19668522556181228,0.00436638887368096,0.41393672946339544,0.01156318656739764,0.44677872375408284,0.00580392235944252
continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480.0,0.0,5,0.1626233229386588,0.005725035582579419,0.12213736388646153,0.003416370639303835,0.2524862783868134,0.01069599286583787,0.509336611862544,0.01451593297590194,0.503326781586542,0.01040424024777636
