seed,target,feature_set,model,min_rating_count_filter,n_obs,rmse,mae,r2,spearman,pearson
11,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.1290955641254353,0.091720975701326,0.24650846632714263,0.4686017370754395,0.49708926344008086
11,continuous_category_residual,content_plus_reliability,DummyRegressor,0,2704,0.41089662808710453,0.2760459657560077,-6.238122914226096e-06,,3.2775261353142333e-17
11,continuous_category_residual,content_plus_reliability,Ridge,0,2704,0.39896197706466724,0.2637416191374189,0.05724125585174089,0.28340555413019825,0.2617955273512918
11,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.39614342737647207,0.2567390919604322,0.0705148322949316,0.3030278179753784,0.2661722134848051
22,continuous_base_rating,content_plus_reliability,DummyRegressor,0,2704,0.3866809422938481,0.27580806828704474,-0.0001091111385740362,,-4.659518979651758e-16
22,continuous_base_rating,content_plus_reliability,Ridge,0,2704,0.3707476495775483,0.25772995645690133,0.08061236165920482,0.30959717906017836,0.3007145886410593
22,continuous_base_rating,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.37149140190167035,0.2576354662825814,0.07691991709938129,0.28548474763097054,0.2789236767500701
22,continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,0,2704,0.1499195829705524,0.10598126212184916,-0.0002417217218657619,,
22,continuous_bayes_global_m25,content_plus_reliability,Ridge,0,2704,0.1342615474103918,0.09701367362582279,0.19778360897292013,0.4572437260610704,0.45194325607463676
22,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.12999150654425812,0.09088804396470473,0.24799939687772188,0.4793156699509341,0.500581609866985
22,continuous_category_residual,content_plus_reliability,DummyRegressor,0,2704,0.38512067437123737,0.27439674637537675,-0.00010408532443584306,,-3.1985310020657635e-18
22,continuous_category_residual,content_plus_reliability,Ridge,0,2704,0.3707477456575095,0.2577301592497148,0.07315188194147604,0.3011874483519643,0.2874047635659049
22,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.3725022529215282,0.25939910841012676,0.06435878983861287,0.2579071316069827,0.2540755763032823
33,continuous_base_rating,content_plus_reliability,DummyRegressor,0,2704,0.42543437749401336,0.28556021744412846,-8.84180619609154e-06,,
33,continuous_base_rating,content_plus_reliability,Ridge,0,2704,0.4102098220480228,0.2718099254449725,0.07028296427019176,0.2753630591962563,0.281071249674205
33,continuous_base_rating,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4091012322586644,0.27082282648685607,0.07530128446133477,0.2576336909175366,0.2815096642383033
33,continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,0,2704,0.14859526734266099,0.10674213659167908,-7.397072552484119e-05,,4.024345853795075e-15
33,continuous_bayes_global_m25,content_plus_reliability,Ridge,0,2704,0.13327121997976307,0.09877842277327172,0.19555767006131064,0.4389630721264096,0.45079070806513816
33,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.12950063912700802,0.09347239906410237,0.24043316795234204,0.4468961713372213,0.4912907032461201
33,continuous_category_residual,content_plus_reliability,DummyRegressor,0,2704,0.42342225284842994,0.2840782844471857,-5.181500724038557e-07,,1.5902808329194858e-17
33,continuous_category_residual,content_plus_reliability,Ridge,0,2704,0.41020977835737826,0.2718099366799847,0.06143385387057865,0.26222492034148565,0.26527040787056694
33,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.41131436316544684,0.27402171818605453,0.056372435184695036,0.2442616548737162,0.25720219186314935
44,continuous_base_rating,content_plus_reliability,DummyRegressor,0,2704,0.43085962838962566,0.290176568003555,-9.046226727638107e-05,,-1.4081349089411666e-15
44,continuous_base_rating,content_plus_reliability,Ridge,0,2704,0.4156906157129778,0.2708930007437827,0.06908908793600643,0.30479140632726753,0.27458694186037813
44,continuous_base_rating,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4127878504261723,0.26886599897340197,0.08204478623437395,0.3121686160059965,0.30017170915180386
44,continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,0,2704,0.14924609555450863,0.10907473719659637,-0.0011050260611122908,,6.271484555038345e-15
44,continuous_bayes_global_m25,content_plus_reliability,Ridge,0,2704,0.1315062422095503,0.09762505553428213,0.22273981596873405,0.47605699939083995,0.47472083410759525
44,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.12849470523465586,0.09329285275008874,0.2579312379192744,0.49939004287615424,0.5095162902600333
44,continuous_category_residual,content_plus_reliability,DummyRegressor,0,2704,0.4293409446170198,0.2886705160440507,-7.949299453446912e-05,,1.224132605310319e-17
44,continuous_category_residual,content_plus_reliability,Ridge,0,2704,0.41569076116767534,0.2708931736648817,0.06250134858402279,0.3002987860686819,0.2628718611453301
44,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4120102905365484,0.2683274648646413,0.07902883354475077,0.3103017640207086,0.2932880596814606
55,continuous_base_rating,content_plus_reliability,DummyRegressor,0,2704,0.4373023202029097,0.2914038094862819,-0.0006476089972884402,,
55,continuous_base_rating,content_plus_reliability,Ridge,0,2704,0.42079149226431667,0.27796043481259547,0.07348703745583718,0.2826948242529863,0.28051379541688315
55,continuous_base_rating,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4185952825907281,0.2733580594879854,0.0831331765771327,0.29974734269101305,0.2956553219488365
55,continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,0,2704,0.15559610479831926,0.11141422100795129,-8.312417619560364e-05,,-1.3289498509260756e-15
55,continuous_bayes_global_m25,content_plus_reliability,Ridge,0,2704,0.1397963485734623,0.10264073163605468,0.19270862324520255,0.4478923154265193,0.4432980828161504
55,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.13617812156739845,0.09704942824027536,0.2339566689241297,0.4727522480195067,0.48766163749106795
55,continuous_category_residual,content_plus_reliability,DummyRegressor,0,2704,0.43501206535483083,0.2893717878587062,-0.0005616042940821409,,-8.685843176955561e-18
55,continuous_category_residual,content_plus_reliability,Ridge,0,2704,0.42079136542870504,0.2779604424233986,0.06378656912722702,0.27139360516914157,0.2641479900279017
55,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,0,2704,0.41783035401159124,0.27416537408820857,0.0769160458021595,0.29235212083389317,0.28830116796421273
11,continuous_base_rating,content_plus_quantity,DummyRegressor,0,2704,0.4126741212889142,0.278460816055796,-1.752065936866387e-05,,
11,continuous_base_rating,content_plus_quantity,Ridge,0,2704,0.40415893282690557,0.26632295488996494,0.040825768277595875,0.2919884772816989,0.23852375673698062
11,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.4011474473084413,0.26196505679189314,0.055066590260445136,0.28526237218008055,0.2370817740433756
11,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704,0.14877674364980104,0.1065308004729343,-0.0007505450069309472,,
11,continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704,0.13546056799845457,0.09912625923565965,0.1703755892313038,0.4005778037472265,0.42172704754481155
11,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.13274843598088215,0.09510199603298759,0.20326377498216763,0.4209604917245626,0.45461378895408966
11,continuous_category_residual,content_plus_quantity,DummyRegressor,0,2704,0.41089662808710453,0.2760459657560077,-6.238122914226096e-06,,3.2775261353142333e-17
11,continuous_category_residual,content_plus_quantity,Ridge,0,2704,0.40415887241320086,0.26632295188198785,0.03252046123577246,0.2737195673056478,0.22233019547623717
11,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.3994310384226115,0.261045032573048,0.05502314145837606,0.28340063938240956,0.23523545252620942
22,continuous_base_rating,content_plus_quantity,DummyRegressor,0,2704,0.3866809422938481,0.27580806828704474,-0.0001091111385740362,,-4.659518979651758e-16
22,continuous_base_rating,content_plus_quantity,Ridge,0,2704,0.3767189682010986,0.26180436818668734,0.0507582677752646,0.3093765831155716,0.266595761564003
22,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.3734188919070947,0.2599831219697264,0.06731623097044881,0.28707923126349477,0.26049167686844454
22,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704,0.1499195829705524,0.10598126212184916,-0.0002417217218657619,,
22,continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704,0.13860242128497577,0.10032618713399591,0.145071354186879,0.39449908427406283,0.40211432166528815
22,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.1344885938668889,0.09515510588039175,0.19506809736074981,0.4191353122804967,0.4438771380030503
22,continuous_category_residual,content_plus_quantity,DummyRegressor,0,2704,0.38512067437123737,0.27439674637537675,-0.00010408532443584306,,-3.1985310020657635e-18
22,continuous_category_residual,content_plus_quantity,Ridge,0,2704,0.3767191472609477,0.2618046393520505,0.04305511977175969,0.3000628019653033,0.2515509669832439
22,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.3738337295095922,0.2614554882000029,0.05765810102520297,0.2676694772766892,0.2404683752197148
33,continuous_base_rating,content_plus_quantity,DummyRegressor,0,2704,0.42543437749401336,0.28556021744412846,-8.84180619609154e-06,,
33,continuous_base_rating,content_plus_quantity,Ridge,0,2704,0.4171884776230183,0.27437690521722874,0.03838043852535156,0.2864072847751384,0.24018243891815752
33,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.4135905786901437,0.27381177395798045,0.05489523318787737,0.2591703115577314,0.24284745164900343
33,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704,0.14859526734266099,0.10674213659167908,-7.397072552484119e-05,,4.024345853795075e-15
33,continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704,0.13722267605410327,0.10172360436355939,0.1471474790347359,0.3757282708879787,0.4045084040708443
33,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.13348753548312955,0.0977665557377189,0.19294413399496146,0.39336384259824814,0.43955376340468827
33,continuous_category_residual,content_plus_quantity,DummyRegressor,0,2704,0.42342225284842994,0.2840782844471857,-5.181500724038557e-07,,1.5902808329194858e-17
33,continuous_category_residual,content_plus_quantity,Ridge,0,2704,0.4171883653136533,0.2743769468846669,0.02922799358555006,0.2734879283873991,0.2225346489647354
33,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.4117148778020568,0.2723269197879822,0.054533838278122415,0.2530116094507037,0.23390423098157279
44,continuous_base_rating,content_plus_quantity,DummyRegressor,0,2704,0.43085962838962566,0.290176568003555,-9.046226727638107e-05,,-1.4081349089411666e-15
44,continuous_base_rating,content_plus_quantity,Ridge,0,2704,0.42085410304021675,0.27453956810627145,0.04581889641613279,0.3078806495280727,0.23802225337856087
44,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.415516907244135,0.2701271483750575,0.06986694202283172,0.31348854528671144,0.26715427865738706
44,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704,0.14924609555450863,0.10907473719659637,-0.0011050260611122908,,6.271484555038345e-15
44,continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704,0.13459047765887236,0.10052412292642762,0.18585388656295831,0.41347500888163496,0.43583489452056
44,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.1335102249603907,0.09819034635908684,0.19887046971713696,0.41768703757683756,0.4501726988506294
44,continuous_category_residual,content_plus_quantity,DummyRegressor,0,2704,0.4293409446170198,0.2886705160440507,-7.949299453446912e-05,,1.224132605310319e-17
44,continuous_category_residual,content_plus_quantity,Ridge,0,2704,0.4208542589697726,0.2745397633119813,0.039066442263589574,0.30108951383994187,0.22465995278906314
44,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.4150306878489699,0.27190789232032864,0.0654762837761127,0.3065432184050845,0.2652949716178914
55,continuous_base_rating,content_plus_quantity,DummyRegressor,0,2704,0.4373023202029097,0.2914038094862819,-0.0006476089972884402,,
55,continuous_base_rating,content_plus_quantity,Ridge,0,2704,0.4255583202251332,0.28033259481736256,0.052376612333090766,0.28527740271998003,0.24594640311365754
55,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.42075478522318593,0.2753028203659807,0.07364867601871894,0.310940403080141,0.2807249123891541
55,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,0,2704,0.15559610479831926,0.11141422100795129,-8.312417619560364e-05,,-1.3289498509260756e-15
55,continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704,0.14210581507502132,0.10502632324946182,0.16581503607088688,0.38549899775093677,0.4116236117763597
55,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.1397468981370594,0.10095416318824034,0.1932796517540455,0.4185369631368325,0.44567622955795644
55,continuous_category_residual,content_plus_quantity,DummyRegressor,0,2704,0.43501206535483083,0.2893717878587062,-0.0005616042940821409,,-8.685843176955561e-18
55,continuous_category_residual,content_plus_quantity,Ridge,0,2704,0.4255581304570248,0.2803325032266231,0.042455397383822424,0.2728362519484512,0.22833801163339745
55,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,0,2704,0.42041158413379526,0.2752296700926623,0.06547574778565735,0.2993819119233724,0.26846778587424713
11,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,0,2704,0.4126741212889142,0.278460816055796,-1.752065936866387e-05,,
11,continuous_base_rating,content_quantity_plus_reliability,Ridge,0,2704,0.3999799436537197,0.2648540816872717,0.06055887403389437,0.2943421517369146,0.27125328002803367
11,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.39662688442955446,0.25770812135631227,0.07624365244723885,0.29187001307102034,0.2762632567948806
11,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,0,2704,0.14877674364980104,0.1065308004729343,-0.0007505450069309472,,
11,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,0,2704,0.1322599103725902,0.09605078508146109,0.20911709978429383,0.47072225069797546,0.46380805315682816
11,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.12849623001020655,0.09106897648376833,0.25348848783485345,0.47082691279096484,0.5054646926372616
11,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,0,2704,0.41089662808710453,0.2760459657560077,-6.238122914226096e-06,,3.2775261353142333e-17
11,continuous_category_residual,content_quantity_plus_reliability,Ridge,0,2704,0.399979890183887,0.2648541101315315,0.05242440225646472,0.27916798729166276,0.25668429472739807
11,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.3964532663255338,0.2582284619191509,0.06906029178307616,0.2995340116463571,0.26444166311225303
22,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,0,2704,0.3866809422938481,0.27580806828704474,-0.0001091111385740362,,-4.659518979651758e-16
22,continuous_base_rating,content_quantity_plus_reliability,Ridge,0,2704,0.3720724618015319,0.25882695855582877,0.07403002899291822,0.3058432063473652,0.29550095946992316
22,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.3712959509025453,0.25735557622609995,0.07789097302478964,0.28822464115480007,0.27945013294019766
22,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,0,2704,0.1499195829705524,0.10598126212184916,-0.0002417217218657619,,
22,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,0,2704,0.13468632237749353,0.09708707903253078,0.19269949522575736,0.45883710075580103,0.44859012949266214
22,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.1296793769070414,0.09072121692052329,0.25160639983070854,0.478705807711003,0.5042648600562636
22,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,0,2704,0.38512067437123737,0.27439674637537675,-0.00010408532443584306,,-3.1985310020657635e-18
22,continuous_category_residual,content_quantity_plus_reliability,Ridge,0,2704,0.37207261288133775,0.25882716180448223,0.06651586190549119,0.2967772988121823,0.2819537825448699
22,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.37246563229482355,0.2593869987330072,0.06454274622000833,0.2563778561097831,0.25411611799006484
33,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,0,2704,0.42543437749401336,0.28556021744412846,-8.84180619609154e-06,,
33,continuous_base_rating,content_quantity_plus_reliability,Ridge,0,2704,0.4136303551640016,0.27267656840035204,0.054713436286738526,0.27550900001563366,0.26560227939516207
33,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.40908237987520446,0.2708382931430223,0.0753865072459331,0.24800205009185636,0.27889636786737687
33,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,0,2704,0.14859526734266099,0.10674213659167908,-7.397072552484119e-05,,4.024345853795075e-15
33,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,0,2704,0.1346288360754611,0.09898533963529313,0.17908469839969754,0.43871166040644416,0.43815619570975695
33,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.129142313207391,0.0931537255662966,0.24463076786031956,0.45382320727084813,0.4951430926235528
33,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,0,2704,0.42342225284842994,0.2840782844471857,-5.181500724038557e-07,,1.5902808329194858e-17
33,continuous_category_residual,content_quantity_plus_reliability,Ridge,0,2704,0.413630245434095,0.2726766296954537,0.04571643709028994,0.26324460257723364,0.24944648239000786
33,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4113165451235405,0.2741758081535655,0.05636242356609855,0.2342308217149564,0.2535434751554279
44,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,0,2704,0.43085962838962566,0.290176568003555,-9.046226727638107e-05,,-1.4081349089411666e-15
44,continuous_base_rating,content_quantity_plus_reliability,Ridge,0,2704,0.41695228484966645,0.2716824378734616,0.06342966770182712,0.30119079447261426,0.26735333426299784
44,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.41266978862871245,0.26779055618509356,0.08256980141656789,0.30984618055085117,0.2930384042000962
44,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,0,2704,0.14924609555450863,0.10907473719659637,-0.0011050260611122908,,6.271484555038345e-15
44,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,0,2704,0.13170830721657445,0.0976949769420636,0.22034939336379067,0.47508788558985765,0.4729040304158555
44,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.1292513194885072,0.09380266080788004,0.24916647487112797,0.4906640079484788,0.5011547177250514
44,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,0,2704,0.4293409446170198,0.2886705160440507,-7.949299453446912e-05,,1.224132605310319e-17
44,continuous_category_residual,content_quantity_plus_reliability,Ridge,0,2704,0.41695243416266764,0.27168261866245885,0.056801863102484695,0.296236255179643,0.2554603370200729
44,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.4121852123645629,0.26841301140568974,0.07824665814129861,0.3092735211771856,0.2882999159079481
55,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,0,2704,0.4373023202029097,0.2914038094862819,-0.0006476089972884402,,
55,continuous_base_rating,content_quantity_plus_reliability,Ridge,0,2704,0.42166776936025857,0.2785065874107006,0.06962418635310841,0.28062328646017437,0.2753096075569986
55,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.41756157609667344,0.2728787745105971,0.08765592676055356,0.31296878463077205,0.3081069816468417
55,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,0,2704,0.15559610479831926,0.11141422100795129,-8.312417619560364e-05,,-1.3289498509260756e-15
55,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,0,2704,0.13978672549622967,0.10249650165555704,0.19281976148257207,0.4484315195829469,0.44353553017119457
55,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.13668447509283452,0.09705894341465636,0.22824929267824678,0.4658141128549806,0.4820392211033759
55,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,0,2704,0.43501206535483083,0.2893717878587062,-0.0005616042940821409,,-8.685843176955561e-18
55,continuous_category_residual,content_quantity_plus_reliability,Ridge,0,2704,0.42166760617240506,0.27850651352572176,0.05988343540210361,0.2696212207646402,0.25898297756884964
55,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,0,2704,0.41786647180427094,0.2742942134221456,0.07675645377860663,0.2979311580637227,0.29042841946442105
11,continuous_base_rating,content_quantity_interactions,DummyRegressor,0,2704,0.4126741212889142,0.278460816055796,-1.752065936866387e-05,,
11,continuous_base_rating,content_quantity_interactions,Ridge,0,2704,0.4040314814616206,0.26622861088760885,0.041430623348267415,0.2928116574487914,0.23982571847172773
11,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.40084832741629334,0.26217233958679753,0.05647526431088612,0.2776625958919512,0.23821335228174206
11,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704,0.14877674364980104,0.1065308004729343,-0.0007505450069309472,,
11,continuous_bayes_global_m25,content_quantity_interactions,Ridge,0,2704,0.13528983875865858,0.09900897397997176,0.1724655241482882,0.4024322092577439,0.42394692544372115
11,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.1333872660760356,0.09551492244901356,0.1955769986540602,0.41330620969630893,0.4454476877443767
11,continuous_category_residual,content_quantity_interactions,DummyRegressor,0,2704,0.41089662808710453,0.2760459657560077,-6.238122914226096e-06,,3.2775261353142333e-17
11,continuous_category_residual,content_quantity_interactions,Ridge,0,2704,0.40403141891902566,0.266228636174147,0.033130563911619726,0.2743229071004318,0.2236433979270603
11,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.3999427904558061,0.2616087287525775,0.052600176926648756,0.28206109095579907,0.2305287358594453
22,continuous_base_rating,content_quantity_interactions,DummyRegressor,0,2704,0.3866809422938481,0.27580806828704474,-0.0001091111385740362,,-4.659518979651758e-16
22,continuous_base_rating,content_quantity_interactions,Ridge,0,2704,0.37644282140668833,0.26165480138015074,0.05214940551359504,0.3106190557967513,0.2679029419007455
22,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.3740616608848054,0.26059140954128157,0.06410259519555495,0.28651695868388594,0.25491652205549087
22,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704,0.1499195829705524,0.10598126212184916,-0.0002417217218657619,,
22,continuous_bayes_global_m25,content_quantity_interactions,Ridge,0,2704,0.138455462107503,0.1002724746044245,0.14688334278018667,0.39604481169825173,0.40373514936739613
22,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.13418596115858666,0.09511548710190504,0.19868661452883218,0.4230176922746364,0.4465498738308172
22,continuous_category_residual,content_quantity_interactions,DummyRegressor,0,2704,0.38512067437123737,0.27439674637537675,-0.00010408532443584306,,-3.1985310020657635e-18
22,continuous_category_residual,content_quantity_interactions,Ridge,0,2704,0.37644298980581536,0.26165505856722726,0.04445760012293132,0.3011601129458118,0.25286528131202946
22,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.37427000421824375,0.26173395978279673,0.05545733742713188,0.2764793950535734,0.23560155166822394
33,continuous_base_rating,content_quantity_interactions,DummyRegressor,0,2704,0.42543437749401336,0.28556021744412846,-8.84180619609154e-06,,
33,continuous_base_rating,content_quantity_interactions,Ridge,0,2704,0.4171424724095222,0.27433248036893915,0.03859251089243443,0.28730527348722446,0.24129929633138272
33,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.41133057533209594,0.2711225679404887,0.06519577819812639,0.2800395775445168,0.2564117362686869
33,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704,0.14859526734266099,0.10674213659167908,-7.397072552484119e-05,,4.024345853795075e-15
33,continuous_bayes_global_m25,content_quantity_interactions,Ridge,0,2704,0.13728774181625358,0.10164280656090724,0.14633850697776551,0.37682937472960054,0.40438744692686956
33,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.13402331570324694,0.09815658326468754,0.18645255646779724,0.3847158195339675,0.4320917609823451
33,continuous_category_residual,content_quantity_interactions,DummyRegressor,0,2704,0.42342225284842994,0.2840782844471857,-5.181500724038557e-07,,1.5902808329194858e-17
33,continuous_category_residual,content_quantity_interactions,Ridge,0,2704,0.41714236227513424,0.2743325197805102,0.029442074338946078,0.27384492822424644,0.2236657658688757
33,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.4122630125625744,0.2723449172731335,0.052014678168760486,0.2538751215080687,0.22859473242400935
44,continuous_base_rating,content_quantity_interactions,DummyRegressor,0,2704,0.43085962838962566,0.290176568003555,-9.046226727638107e-05,,-1.4081349089411666e-15
44,continuous_base_rating,content_quantity_interactions,Ridge,0,2704,0.42144670764825337,0.2747608433655802,0.043129839941096426,0.3068777619107342,0.23510580412459492
44,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.4168797536776986,0.2719509332522525,0.06375548261087938,0.30552837570907404,0.2585286512785034
44,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704,0.14924609555450863,0.10907473719659637,-0.0011050260611122908,,6.271484555038345e-15
44,continuous_bayes_global_m25,content_quantity_interactions,Ridge,0,2704,0.13501839056433212,0.10069765827471287,0.18066871365711212,0.4120314402446172,0.431290512654079
44,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.13399989023514478,0.09838158256169216,0.19298320993395512,0.4167504244075525,0.44193232555364154
44,continuous_category_residual,content_quantity_interactions,DummyRegressor,0,2704,0.4293409446170198,0.2886705160440507,-7.949299453446912e-05,,1.224132605310319e-17
44,continuous_category_residual,content_quantity_interactions,Ridge,0,2704,0.4214468526190806,0.2747610144627516,0.03635840725903272,0.30041845769305076,0.22157576296614692
44,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.41483421086074374,0.2706178868339389,0.06636088797134265,0.3022510250097997,0.25947356182713693
55,continuous_base_rating,content_quantity_interactions,DummyRegressor,0,2704,0.4373023202029097,0.2914038094862819,-0.0006476089972884402,,
55,continuous_base_rating,content_quantity_interactions,Ridge,0,2704,0.42601413918618464,0.28056458146849883,0.050345510990543185,0.28519464353548696,0.24409710102528037
55,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.4205011450932033,0.2743303361914004,0.07476518881436645,0.32039912183394936,0.28229880988796896
55,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704,0.15559610479831926,0.11141422100795129,-8.312417619560364e-05,,-1.3289498509260756e-15
55,continuous_bayes_global_m25,content_quantity_interactions,Ridge,0,2704,0.1420916692370023,0.10492404241301433,0.1659811046873927,0.3868317417431784,0.4120836701820367
55,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.1395268990648651,0.10065426077374437,0.19581764052864992,0.4227383679316675,0.44706012781634735
55,continuous_category_residual,content_quantity_interactions,DummyRegressor,0,2704,0.43501206535483083,0.2893717878587062,-0.0005616042940821409,,-8.685843176955561e-18
55,continuous_category_residual,content_quantity_interactions,Ridge,0,2704,0.4260139690396086,0.2805645052756417,0.04040294196092575,0.27301877025324933,0.2265533930718519
55,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,0,2704,0.4199112897601774,0.27496428026046454,0.06769861250121711,0.30614400510687634,0.2736473090643927
