seed,target,feature_set,model,min_rating_count_filter,n_obs,rmse,mae,r2,spearman,pearson
44,continuous_base_rating,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21611568752061144,0.15920182260154422,0.2325449194776631,0.4911231476060616,0.4823778921917899
44,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.18934741902274035,0.1451878671487619,-3.140357359932011e-06,,2.7336247470307066e-15
44,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.16046921054257812,0.12095778302474758,0.28176590655221145,0.5621863196183982,0.5372361534999531
44,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16153823660613087,0.12147632700146907,0.2721644572282029,0.5403424327770017,0.5224321452403776
44,continuous_category_residual,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.24564617852706835,0.18619119886606772,-6.876847375991701e-07,,-1.2673213408795206e-17
44,continuous_category_residual,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.21515850613806947,0.15914321423112188,0.23281992548416308,0.5169478669608832,0.49214914439811086
44,continuous_category_residual,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2162930987193839,0.1595886764566641,0.22470747045381556,0.4854733578133781,0.47530100121665075
55,continuous_base_rating,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.2533853619695352,0.19057066955393528,-0.0008115779956352487,,
55,continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.21792223503503413,0.1613452260867226,0.2597262230428625,0.5181949104338281,0.5114878864442873
55,continuous_base_rating,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2200953002511035,0.16007272803998715,0.24488896896134127,0.5094257893692873,0.4955049061960678
55,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.19565200178414813,0.1472066526843552,-0.0009619216424394672,,2.922994298975612e-15
55,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.16499559572653447,0.12205366500041608,0.288141511100776,0.5541770113348636,0.5382281305154772
55,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16592472620899226,0.12150244557198775,0.2801016395238709,0.5579113482189533,0.5317957747483757
55,continuous_category_residual,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.25152736119409236,0.189044151623423,-0.0006612069552280886,,
55,continuous_category_residual,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.21792206035673323,0.1613451429833001,0.24886329090915071,0.5089272047617718,0.5009703260260361
55,continuous_category_residual,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21982547707953745,0.16119000862656432,0.2356845419073973,0.5003982541626028,0.48654081178820147
